objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_cities1075,cities,1075,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-24,2.5x3 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1076,cities,1076,,"Harvey Spears, longtime camp cook in kitchen.",Source: Potlatch Corporation,,1946,y,cooks; kitchens,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-25,2.5x2.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1077,cities,1077,,"Don Profitt, Bob Allen, Robert Hohnstein, and Bob Tondevold next to log.",Source: Potlatch Corporation,,1972,y,loggers,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-27,4x4.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1078,cities,1078,,Logs in flume. Drawing by G. Davis.,Source: Potlatch Corporation,,1932,,drawings,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-28,5.5x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1079,cities,1079,,"Lumberjacks -- Kenny Pearson, Robert Tondevold Jr. and Jerry Knivila -- moving log with peaveys.",Source: Potlatch Corporation,,1972,y,loggers,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-26,2.25x3.5 color printed playing card,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1080,cities,1080,,Mobile crane loading logs on railcar. Camp 61.,,,1972,y,cranes (equipment); railroad cars,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-29,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1081,cities,1081,,Mobile crane loading logs on railcar from flatbed trailer. Camp 61.,,,1972,y,cranes (equipment); loggers; railroad cars,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-30,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities1082,cities,1082,,Mobile crane loading logs on railcar from flatbed trailer. Camp 61.,,,1972,y,cranes (equipment); loggers; railroad cars,Headquarters,46.630497,-115.809116,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-132-31,4x5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing0,boxing,0,,"Len Walker, ""University of Idaho"" boxer Pacific Coast and National boxing champion","Len Walker, University of Idaho boxer Pacific Coast and National boxing champion - Len Walker, 145, junior, Wallace, one letter, 5' 8"""", Pacific Coast and national champion at 135.  [Date: 1950]",,1950,yes,boxers; boxing; national championships,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_01,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing1,boxing,1,,"Frank Young, University of Idaho boxing coach","Frank Young, University of Idaho boxing coach - Frank Young, Boxing Coach [Date: 1950]",,1950,yes,boxing coach; equipment,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_10,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing2,boxing,2,,Pacific Coast Intercollegiate Boxing champions 1947,"Pacific Coast Intercollegiate Boxing champions 1947 - Left to Right: Art Neumayer Gonzaga University, 125 lb.; Jack Nelson, WSC, 130 lb.; Ray Engberson UI, 135 lb.; Bob Anderson San Jose State College, 145 lb.; I. F. Toomey, Director of Athletes, Cal Aggies; Herb Carlson UI, 155 lb.; Wayne Fontes San Jose State, 165 lb.; Laune Erickson UI, 175 lb. div.; John Nikcevich UCLA, Heavyweight [Date: 1947]",,1947,yes,boxers; boxing; championships; boxing squad,,,,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_11,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_boxing3,boxing,3,,1952-1953 University of Idaho boxing squad,"University of Idaho boxing squad - 1953; Gem pg. 263 (Harold Solinsky, Don Anderson, Ray Johnson, Fred Bowen, bob McBride, Don Houseley, Jack Webster, Ralph Snook, Herb Jeo, Lynn Nichols, and Tom Howard) [Date: 1953]",,1953,yes,boxers; boxing; boxing squad,,46.727485,-117.014185,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",MG5388_12,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
