title,date,date is approximate?,description,location,latitude,longitude,subject,sub-lcsh,source,identifier,donor,rights,standardized rights,language,publisher,digital collection,date digital,type,format original,format,ordering information,group / city number,image number (within group),filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Yellow Dog, Idaho.",1938,y,,Yellow Dog,47.007612,-117.010295,railroad; houses; rivers,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-068-1,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",068,1,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/789,789,809.jp2,/cities/image/809.jp2,demo_cities789
"Orofino High School football team. Orofino, Idaho.",1919,,,Orofino,46.493176,-116.263504,football (players);,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-119-4a,Maurice Snyder,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3.5x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",119,4a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/790,790,81.jp2,/cities/image/81.jp2,demo_cities790
"Students in front of first school at St. Maries, Idaho. Located at junction of St. Maries and St. Joe River.",1885-06-01,y,Some students identified on mount,St. Maries,47.316547,-116.555119,cabins,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-069-1,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",069,1,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/791,791,810.jp2,/cities/image/810.jp2,demo_cities791
"Men digging out after the snowslide. Mace, Idaho.",1910,,,Mace,47.518383,-115.822183,avalanches; workers,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-061-31,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",061,31,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/792,792,811.jp2,/cities/image/811.jp2,demo_cities792
"Excursion Day. St. Maries, Idaho.",1886,y,,St. Maries,47.316566,-116.555629,rivers; boats,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-069-2,"Dixie Ehrenreich, Living Farm Museum","Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",069,2,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/793,793,812.jp2,/cities/image/812.jp2,demo_cities793
"Panoramic view of Wardner, Idaho.",1887,,,Wardner,47.519621,-116.141024,aerial views; towns; mountains,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-2,Mrs. Harry Marsh,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x6.5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,2,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/794,794,813.jp2,/cities/image/813.jp2,demo_cities794
"Cookhouse at Bunker Hill and Sullivan Mines. Wardner, Idaho.",1885,,,Wardner,47.51894,-116.141195,mines; buildings,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-1,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,1,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/795,795,814.jp2,/cities/image/814.jp2,demo_cities795
"Panoramic view of Wardner, Idaho.",1890,,,Wardner,47.520273,-116.139994,aerial views; towns; mountains,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-3,Mrs. Harry Marsh,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,6.25x8 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,3,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/796,796,815.jp2,/cities/image/815.jp2,demo_cities796
"Panoramic view of Wardner, Idaho.",1887,,,Wardner,47.529604,-116.125381,aerial views; towns; mountains,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-4,Mrs. Harry Marsh,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,6.5x8 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,4,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/797,797,816.jp2,/cities/image/816.jp2,demo_cities797
"Panoramic view of Wardner, Idaho.",1889,y,,Wardner,47.530126,-116.126347,aerial views; towns; mountains,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-5,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,5,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/798,798,817.jp2,/cities/image/817.jp2,demo_cities798
"Wardner, Idaho looking north. George Mill in foreground.",1882,y,,Wardner,47.522269,-116.134511,aerial views; towns; mountains,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-070-6,Mrs. Phyllis Harrison,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,11x14 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",070,6,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/799,799,818.jp2,/cities/image/818.jp2,demo_cities799
"Men digging out after the snowslide. Mace, Idaho.",1910,,,Mace,47.518205,-115.822105,avalanches; workers,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-061-32,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",061,32,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/800,800,819.jp2,/cities/image/819.jp2,demo_cities800
