title,other title,creator,contributor,date,release date,subject,location,region,time period,description,abstract,table of contents,publisher,agency,standard number,rights,rights release,requirements for use,physical characteristics,collection,collection folder,type,language,format original,digital characteristics-a,series,digital collection,format,related items,title replaced by,title replaces,audience,hosted by,metadata creator,url-a,pres file name-m,pres local file path-m,full text,digital creation date-m,digital creator-m,capture tools-m,resolution-m,bit depth-m,security-m,checksum-m,local call number,revision-m,oclc number,date created,date modified,reference url,compound,cdmid,objectid,contentdm file name,full resolution,contentdm file path
Addicts' Hunt Pedigree,,,North Carolina. Department of Cultural Resources.;,1976-02-13,,Libraries--North Carolina--History; Libraries and community;Genealogy,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,422 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOaddictshuntpedigree1976.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2013-05-08,2013-05-08,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2029,,2029,libraryhistory2029,2028.cpd,TTSVolume16/gen_slncephemera_NOaddictshuntpedigree1976-0.pdf,/p249901coll36/supp/2029/index.pdf
Hargett Street Quarters Rented For State Library,,,,1967-04-27,,Libraries--North Carolina--History; Library buildings;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,1950 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOhargettstreetquarter1967.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2031,,2031,libraryhistory2031,2030.cpd,TTSVolume16/gen_slncephemera_NOhargettstreetquarter1967-0.pdf,/p249901coll36/supp/2031/index.pdf
Dignitaries Hear Governor Dedicate Archives-Library,,,,1969-05-16,,Libraries--North Carolina--History; Library buildings;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,662 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOdignitarieshear1969.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2033,,2033,libraryhistory2033,2032.cpd,TTSVolume16/gen_slncephemera_NOdignitarieshear1969-0.pdf,/p249901coll36/supp/2033/index.pdf
Library's Information Service Gets Answers,,,,1975-08-04,,Libraries--North Carolina--History; Libraries and community;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,223 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOlibraryinformationservice1975.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2035,,2035,libraryhistory2035,2034.cpd,TTSVolume16/gen_slncephemera_NOlibraryinformationservice1975-0.pdf,/p249901coll36/supp/2035/index.pdf
New State Librarian Named,,"Wood, Ernie",,1976-08-07,,Libraries--North Carolina--History;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,167 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOnewstatelibrarian1976.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2037,,2037,libraryhistory2037,2036.cpd,TTSVolume16/gen_slncephemera_NOnewstatelibrarian1976-0.pdf,/p249901coll36/supp/2037/index.pdf
Scott and Taylor Will Attend Archives Building Dedication,,,,1967-05-11,,Libraries--North Carolina--History; Library buildings;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,705 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOscottandtaylor1969.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2039,,2039,libraryhistory2039,2038.cpd,TTSVolume16/gen_slncephemera_NOscottandtaylor1969-0.pdf,/p249901coll36/supp/2039/index.pdf
State Library Completes Move,,"Marlowe, Gene",,1967-06-27,,Libraries--North Carolina--History; Library buildings;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,359 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOintemporayquarters1967.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2041,,2041,libraryhistory2041,2040.cpd,TTSVolume16/gen_slncephemera_NOintemporayquarters1967-0.pdf,/p249901coll36/supp/2041/index.pdf
State Must Find Library Quarters,,,,1967-04-06,,Libraries--North Carolina--History; Library buildings;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,212 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOstatemustfind1967.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2043,,2043,libraryhistory2043,2042.cpd,TTSVolume16/gen_slncephemera_NOstatemustfind1967-0.pdf,/p249901coll36/supp/2043/index.pdf
Libraries Linked Via WATS Telephone Line,,"Brown, Dick",,1968-04-28,,Libraries--North Carolina--History;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,228 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOlibrarieslinked1968.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2045,,2045,libraryhistory2045,2044.cpd,TTSVolume16/gen_slncephemera_NOlibrarieslinked1968.pdf,/p249901coll36/supp/2045/index.pdf
Three Seeking Post As State Librarian,,,,1965-05-14,,Libraries--North Carolina--History; Libraries and community;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,180 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOthreeseekingpost1965.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2047,,2047,libraryhistory2047,2046.cpd,TTSVolume16/gen_slncephemera_NOthreeseekingpost1965-0.pdf,/p249901coll36/supp/2047/index.pdf
State Storytelling Festival Planned,,"Stallings, Stephanie",,1976-04-03,,Libraries--North Carolina--History; Libraries and community;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,421 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOstatestorytellingfestival1976.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2049,,2049,libraryhistory2049,2048.cpd,TTSVolume16/gen_slncephemera_NOstatestorytellingfestival1976-0.pdf,/p249901coll36/supp/2049/index.pdf
Storytellers Capture Youths,,"Craven, Charles",,1967-04-07,,Libraries--North Carolina--History; Libraries and community;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,2004 KB; 1 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOstorytellerscaptureyouths1976.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2051,,2051,libraryhistory2051,2050.cpd,TTSVolume16/gen_slncephemera_NOstorytellerscaptureyouths1976-0.pdf,/p249901coll36/supp/2051/index.pdf
Librarian For State Appointed,,,,1965-11-01,,Libraries--North Carolina--History;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,330 KB; 2 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOlibrarianfortstate1968.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2054,,2054,libraryhistory2054,2053.cpd,TTSVolume16/gen_slncephemera_NOlibrarianfortstate1968-0.pdf,/p249901coll36/supp/2054/index.pdf
Miss Carrie Leaves Library,,,,1956-07-01,,Libraries--North Carolina--History;,"North Carolina, United States",,(1954-1971) Civil Rights era; (1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,155 KB; 2 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOafter54years1956.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2057,,2057,libraryhistory2057,2056.cpd,TTSVolume16/gen_slncephemera_NOafter54years1956-0.pdf,/p249901coll36/supp/2057/index.pdf
Getting 'Books' to the Blind,,"Trotter, Saravette",,1973-09-09,,Libraries--North Carolina--History; Libraries and community; Libraries and the blind--North Carolina;,"North Carolina, United States",,(1945-1989) Post War/Cold War period;,,,,Raleigh News & Observer,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752;",,,,,,text,English,Clippings (information artifacts); Newspapers;,512 KB; 3 p.,,State Library Bicentennial,application/pdf,,,,All,State Library of North Carolina,"Kenney, Kathleen",,gen_slncephemera_NOgettingbookstoblind.pdf,J:\lib\Preservation_content\gen\images_master,,2012-05-07,"Kenney, Kathleen",Epson Expression 10000XL;,300,24,,,,,,2012-05-17,2012-05-17,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2061,,2061,libraryhistory2061,2060.cpd,TTSVolume16/gen_slncephemera_NOgettingbookstoblind-0.pdf,/p249901coll36/supp/2061/index.pdf
See NC Exhibit at Olivia Raney Library,,,,,,Libraries--North Carolina--History,"North Carolina, United States",,(1945-1989) Post War/Cold War period; (1954-1971) Civil Rights era;,,,,,,,,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2062,,2062,libraryhistory2062,2061.jp2,TTSVolume16/ConDev58-738A.jpg,/p249901coll36/image/2061.jp2
"Mrs. Elizabeth House Hughey, Head of State Library Commission",,,,,,Libraries--North Carolina--History,"North Carolina, United States",,(1945-1989) Post War/Cold War period; (1954-1971) Civil Rights era;,,,,,,,Image may be copyrighted. Contact the North Carolina State Archives before using or publishing this image.;,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2063,,2063,libraryhistory2063,2062.jp2,TTSVolume16/ConDevX55-829A.jpg,/p249901coll36/image/2062.jp2
Books being presented to Gov. Sanford,,,,,,Libraries--North Carolina--History,"North Carolina, United States",,(1945-1989) Post War/Cold War period; (1954-1971) Civil Rights era;,"L to R: Mrs. Oliver Orr, Librarian, Textiles Fabric Library at State College; Mr. Carlton West, chief Librarian at Wake Forest College; Gov. Sanford; and Miss Dorothy Kittel of the State Library Extension Division.",,,,,,Image may be copyrighted. Contact the North Carolina State Archives before using or publishing this image.;,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2064,,2064,libraryhistory2064,2063.jp2,TTSVolume16/ConDev62-32A.jpg,/p249901coll36/image/2063.jp2
State Library receives Travel Council check for purchase of anti- litterbug film,,,,1958,,Libraries--North Carolina--History,"North Carolina, United States",,(1945-1989) Post War/Cold War period; (1954-1971) Civil Rights era;,"Mrs. Elizabeth Hughey, State Librarian, and Mrs. Clyde Smith, librarian, Aug 1958",,,,,,Image may be copyrighted. Contact the North Carolina State Archives before using or publishing this image.;,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2065,,2065,libraryhistory2065,2064.jp2,TTSVolume16/ConDev61-158B.jpg,/p249901coll36/image/2064.jp2
Randolph A. Shotwell,,,,1876,,Libraries--North Carolina--History,"North Carolina, United States",,(1860-1876) Civil War and Reconstruction; (1876-1900) Gilded Age;,,,,,,,Image may be copyrighted. Contact the North Carolina State Archives before using or publishing this image.;,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2066,,2066,libraryhistory2066,2065.jp2,TTSVolume16/N_2000_6_85 Randolph A Shotwell.jpg,/p249901coll36/image/2065.jp2
"Interior of the State Library, c.1930's",,,,1930,,Libraries--North Carolina--History;Library buildings,"North Carolina, United States",,(1929-1945) Depression and World War Two;,"Interior of the State Library, c.1930's, in Agriculture building, Raleigh, NC, depicting desks, work tables, files, book stacks, book carts, and two large lock boxes of books labeled ""North Carolina Traveling Libraries.""",,,,,,Image may be copyrighted. Contact the North Carolina State Archives before using or publishing this image.;,,,,State Archives of North Carolina;,,Image;,English,Photographs;,,,State Library Bicentennial,image/jpg,,,,All,State Library of North Carolina; State Archives of North Carolina;,"Kenney, Kathleen",,,,,,,,72,24,,,,,,2012-06-04,2012-06-04,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/2067,,2067,libraryhistory2067,2066.jp2,TTSVolume16/N_2007_10_5 Interior State Library 1930s.jpg,/p249901coll36/image/2066.jp2
